"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C06429",12086.4,234.76,1407.71,5532.83,2165.76,966.892,2348.97,106.216,224.375,169.094,6836.95,1010.3,628.392,373.231,350.912,110.27,166.821,957.008,1150.52,1240.08,1591.28,15456.2,630.915,4978.79,517.955,941.712,264.137,118.256,258.89,169.153,258.132,4111.51,106.388,678.145,246.795,135.816,1144.62,2577.03,83.8856,472.855,245.647,138.994,1539.3,503.968,1163.39,1841.8,464.421,555.07,729.283,865.429,13048.6,234.492,8431.36,9906.17,18092.3,720.275,763.351,5239.44,131.483,1693.21,9121.63,355.314,432.949,154.326,362.975,281.634,683.699,309.83,4429.1,181.824,33058.8,221.59,2202.63,7312.03,1416.2,7707.93,509.446,277.97,1745.35,14361.9,121.632,6393.07,981.354,682.12,11329.3,1519.83,166.567,3861.15,106.038,9134.05,821.891,353.866,464.223,3374.87,867.448,7250.6,285.717,542.397,4270.58,133.189,345.258,6526.55,132.257,3656.89,191.145,396.988,1767.8,5383.65,253.087,1524.77,637.263,16970.7,329.442,430.983,196.911,103.669,493.28,1293.59,393.732,489.408,412.386,112.907,28843.9,247.985,465.586,540.931,131.491,20179.9,8366.26,577.682,578.439,2265.45,1027.9,1864.89,2659.36,477.65,1947.3,2242.51,2586.13,6024.43,483.473,285.787,3152.63,99.6971,712.777,264.172,1099.91,148.213,10881.2,366.927,258.737,608.291,791.393,4398.04,185.667,743.779,2574.91,164.796,873.784,181.435,369.292,190.982,434.481,1693.89,338.488,1250.29,512.575,565.719,216.958,839.196,171.288,292.56,94.508,2120.53,203.598,164.208,452.068,374.857,301.876,2465.33,875.615,341.493,472.971,1411.94,322.486,383.911,221.951,4501.32,140.253,201.944,4810.74,1066.58,481.113,2255.7,341.78,25918,2068.72,3309.96,274.463,173.719,1154.05,859.023,46.353,526.224,334.158,4704.32,198.415,423.3,334.742,418.608,1281.87,1540.95,223.087,2125.49,4339.77,422.649,1756.95,5911.89,469.483,450.723
"C06730",1507.62,145.222,30.3396,1240.3,139.924,5.85767,1e-28,23.6063,137.516,4.36859,45.5056,5.60086,99.705,58.3007,11.6314,609.448,26.9635,10.8206,5.579,10.1014,6.97684,5.46784,15.062,19.5951,6.18548,46.4555,28.591,53.2679,7.77243,321.883,413.006,4.82665,7.51544,40.8653,53.8827,430.61,289.912,7.6604,43.3802,248.579,22.9243,1079.43,17.0116,12.9877,7.51237,19.2353,33.6426,10.6553,6.49709,5.12887,5.16451,601.475,5.56235,6.40795,1e-28,11.68,1e-28,9.29725,96.9982,19.523,5.37433,4.78926,66.8917,21.0403,60.1485,255.355,71.0989,12.0391,6.24376,16.4917,190.67,147.537,22.878,6.66397,1192.33,1e-28,236.136,3.90386,42.7753,2.11103,103.27,4.19806,6.60302,4.20814,1e-28,6.71185,7.14388,3.82926,7.17896,4.54895,30.4519,63.3348,11.4093,101.488,13.4079,2.59994,5.74152,7.40453,3.608,6.08041,9.9754,8.40345,35.873,9.24956,82.2568,414.802,5.05354,1e-28,19.8712,30.9571,247.78,1e-28,50.9797,1406.3,134.036,88.8205,1367.7,69.6235,41.6457,197.093,1029.07,135.093,380.738,31.9998,188.693,4.79239,3.66377,6.60167,2.7186,6.87884,8.25383,8.49445,69.7354,5.0554,1e-28,5.44165,4.92089,5.60167,13.9457,4.383,3.63088,11.9357,16.5968,3.03739,11.193,23.6753,5.79456,7.79893,4.20693,91.425,10.0938,4.20468,7.57616,5.70474,8.60376,210.504,84.8098,266.541,147.105,57.6716,29.9096,58.0117,46.63,100.388,259.307,15.4332,9.21737,75.8467,14.5799,27.7906,1672.26,17.8026,145.135,5.8287,41.5327,27.2163,8.76045,8.41676,50.9091,2.81055,58.9344,109.689,7.74835,20.1881,31.2987,4.79109,7.69681,3.77456,29.4891,10.9047,7.08904,6.56585,106.384,1e-28,8.91471,5.00523,7.36992,4.14884,28.4799,3.34988,7.24784,160.312,10.0395,10.5228,7.73772,6.49266,8.13961,10.5867,58.1342,195.832,5.96446,24.6285,6.09869,88.3107,1e-28,20.9611,9.92831,7.96195,56.2139,116.38
"C06771",215.134,58.8638,348.819,1464.73,33.9602,148.673,2008.32,218.661,54.2071,87.362,46.7256,33.7888,515.197,33.5256,42.9273,32.7643,365.019,18.9126,20.3837,56.9204,16.1718,5.60812,32.1532,24.3825,187.634,119.577,65.3842,31.1283,26.5818,85.8132,111.346,43.6016,19.7752,220.544,103.492,36.077,158.529,25.9397,142.383,18.0273,97.1257,524.451,9.93727,20.0044,71.6251,26.5852,121.851,144.211,319.121,23.7478,27.7709,301.193,16.584,32.3982,49.928,590.651,53.0331,45.1607,218.126,69.1109,33.2505,21.6565,73.3448,1e-28,228.352,28.8009,18.09,195.536,132.549,54.7615,42.4555,20.8989,1e-28,653.485,1e-28,73.2541,25.5345,11.1759,298.09,26.2714,186.712,16.98,79.752,196.51,17.8784,168.943,24.607,144.661,49.3316,66.53,16.352,17.5634,29.8704,26.7932,34.1087,36.7648,71.7436,79.0486,40.6984,158.602,15.1987,16.74,84.2111,434.014,36.1798,1032.21,295.773,864.205,49.2003,303.349,96.4281,628.595,805.345,57.6205,53.5531,62.7509,30.0646,750.702,315.499,59.1515,147.349,96.0979,156.463,14.2735,36.6941,223.015,51.2564,33.3915,142.549,23.5654,292.646,209.04,287.317,181.912,114.83,190.768,63.9768,54.5765,37.8305,45.7412,19.5811,327.23,10368,1085.89,69.3413,30.8788,305.813,70.1915,409.217,55.9018,51.4171,19.6611,98.6679,43.7427,69.8364,20.5506,13.4632,121.499,50.2077,21.6068,26.2867,175.621,63.157,74.9614,39.8367,49.7476,35.609,7.12452,40.2247,40.4191,44.5321,93.6503,82.332,9.10612,77.828,96.1405,22.5674,1e-28,7.52015,26.3724,272.608,66.6462,44.4728,58.9221,49.2101,69.381,51.1066,11.1757,11.6964,26.5367,249.076,23.6614,75.5877,110.87,150.465,10.8152,20.1059,38.2056,13.8537,105.316,25.635,32.9939,24.5975,22.1949,21.1776,342.721,54.0439,35.9949,13.2972,60.8864,83.1428,19.7417,159.39,16.5299,43.0452,58.527,94.1262,42.6251,59.2018,16.4718
"C07086",743.538,348.924,649.08,246.533,559.341,20.7311,1e-28,400.381,150.371,250.265,195.879,90.0502,79.7228,228.392,67.6498,948.713,664.415,169.874,44.3807,131.313,363.726,570.089,342.011,168.343,340.842,85.7157,649.869,448.466,298.894,710.208,442.397,7.52963,429.373,406.652,544.208,585.081,215.381,4.39604,1503.21,509.753,341.497,510.551,1066.46,916.248,223.682,330.919,159.709,108.304,28.9592,456.845,29.5878,206.101,248.716,24.5863,27.8042,182.043,1e-28,539.284,324.69,197.745,1e-28,287.608,814.458,1319.06,280.918,422.28,322.836,171.732,7.70369,577.269,784.572,305.785,372.693,162.841,954.902,1e-28,522.914,569.131,323.503,4.65777,722.077,349.628,231.63,240.615,78.5833,4.83953,158.183,304.838,289.591,34.4693,57.0602,429.229,533.781,315.742,233.574,89.5801,308.541,116.797,7.80248,177.295,574.992,16.6959,400.603,11.9397,220.727,184.415,29.895,1e-28,102.271,378.466,322.768,1e-28,335.119,394.414,662.175,488.419,469.764,212.597,176.767,218.576,394.572,252.105,247.876,220.09,163.528,41.9626,113.23,15.1038,352.777,503.481,132.127,484.549,17.1352,304.784,130.206,40.323,93.0398,23.6858,463.399,3.5352,36.1516,173.23,849.887,176.677,612.213,274.237,155.702,161.211,1e-28,89.973,73.579,38.1834,132.203,62.9854,198.1,228.986,594.983,148.153,322.212,396.276,376.297,301.085,448.709,946.551,266.309,342.334,105.099,482.286,76.0987,212.218,427.553,300.811,243.923,250.847,94.7066,302.628,174.826,109.091,183.959,139.974,251.624,449.968,162.616,138.824,146.378,102.403,139.253,439.725,208.601,172.407,324.786,160.756,70.2818,6.83464,339.447,67.5299,7.40344,191.481,156.388,220.743,303.696,417.373,331.925,130.375,112.978,370.363,228.946,139.003,314.217,739.92,72.4941,58.1282,198.41,589.497,58.4575,90.4468,305.007,186.46,124.629,178.873
"C07481",343.804,253.395,15.3413,95.146,232.225,192.13,690.303,340.911,265.06,234.541,178.554,165.057,218.848,2746.58,17.0086,19.0363,45.1832,34.0671,129.996,47.8833,18.909,2.6707,14.84,209.98,323.942,77.2594,330.26,57.1408,268.869,97.8367,534.423,1e-28,11.7413,106.508,632.874,35.1165,147.032,22.0428,1e-28,250.994,192.7,192.726,155.831,24.774,114.327,24.9276,1e-28,390.314,5.76133,32.3864,1e-28,37.745,11.632,1e-28,69.7604,269.173,361.149,12.7975,430.473,20.9019,218.295,72.1894,40.1037,20.1541,1e-28,326.002,4.3046,56.1535,52.7619,160.503,318.963,79.0294,25.0411,173.753,86.1767,1e-28,60.9325,112.36,232.47,74.9429,171.204,121.938,67.3702,1e-28,21.6244,369.2,38.3972,46.9374,222.877,607.688,74.8536,68.401,112.339,3.30523,237.407,1e-28,72.8776,117.94,7.60742,130.484,1e-28,19.6853,284.078,78.652,171.349,39.3952,1e-28,1274.62,65.5297,19.2807,264.895,1e-28,41.7908,275.964,86.4859,1485.3,25.5016,51.5646,48.0609,27.1587,86.3824,411.367,48.4657,62.9106,1e-28,49.4123,27.3617,7.57811,250.742,55.7037,66.7594,449.691,31.0998,59.2626,249.566,1e-28,57.9751,1e-28,140.588,378.854,71.2587,419.711,7.45654,53.3803,158.433,20.1453,32.1261,144.943,1094.57,555.273,26.5776,1e-28,237.252,34.066,1e-28,89.8465,1e-28,245.269,142.1,26.2882,60.8491,197.567,122.709,4.36366,370.103,72.4883,132.41,395.784,503.871,2191.73,17.5086,330.133,16.3489,81.9703,1176.41,217.247,328.597,54.1342,50.8976,55.434,216.674,336.322,130.317,956.061,39.4829,416.784,140.905,9.73843,172.136,1e-28,241.581,274.807,344.072,652.788,314.178,22.0036,36.8722,23.5117,328.824,9.34088,193.817,186.673,425.464,150.487,299.783,20.8565,172.604,147.776,217.581,68.9671,519.266,25.7572,56.806,225.085,447.243,51.7049,157.405,48.8627,222.763,94.8285
"C07588",19.5119,307.444,23.4939,28.2053,321.344,250.63,284.822,157.649,54.9032,122.768,249.931,150.515,161.474,91.311,176.147,38.3333,18.0912,116.667,115.305,529.079,1e-28,110.171,164.173,4741.76,73.7698,113.925,45.1212,23.0627,196.357,22.7688,37.3788,95.5363,31.3019,304.525,65.2144,58.4628,200.644,210.756,17.5519,106.3,127.498,23.0208,95.3766,88.5758,21.1468,389.623,235.619,40.5384,59.8322,216.883,357.05,132.806,144.813,1849.07,91.1021,4.54078,34.8389,468.08,10.2775,317.099,46.0196,81.9906,29.7863,53.9555,257.263,21.261,139.328,39.0931,31.0478,56.0828,139.148,564.103,15.2775,41.0028,58.18,22.4902,425.63,674.259,216.46,637.44,48.164,25.7554,72.3712,3.27098,59.2298,49.3117,303.639,824.086,871.822,75.632,639.123,1e-28,375.734,17.4013,88.786,284.7,61.3813,181.589,72.7195,394.768,268.753,236.288,93.3233,736.069,27.1289,37.3487,129.902,165.05,73.6645,58.0757,67.8788,139.85,32.463,52.3311,42.7029,68.1534,44.6752,41.1931,50.5093,59.8614,116.954,113.338,398.085,26.714,97.0178,845.46,69.5518,457.632,986.172,524.643,933.915,296.782,255.768,32.1595,208.004,1237.14,99.1998,266.34,57.2072,216.118,485.159,679.612,162.251,70.9388,430.942,58.4691,625.557,352.039,143.423,2825.43,43.1078,498.851,1125.83,83.3437,29.6016,53.1298,402.579,63.7253,1e-28,14.6352,483.429,11.1113,19.3742,47.9639,13.6103,36.3925,82.0065,21.8151,41.9542,223.721,1e-28,13.4201,114.089,146.019,284.937,53.2044,1e-28,89.1699,93.6887,92.2771,24.1019,146.263,41.8142,116.67,30.7476,17.6124,39.4221,76.3335,30.6781,178.847,71.6116,112.066,117.196,94.5501,42.1685,48.9101,49.8642,40.5623,92.8928,20.6191,79.4903,4.29201,55.2485,17.577,44.3234,40.5151,44.4304,261.605,1e-28,1e-28,38.8132,28.3119,22.6968,9.01633,17.9747,36.8087,109.601,224.529,22.6765,20.969
"C08261",1530.008,756.351,3956.297,308.3793,811.013,109.7814,166.3493,397.1429,1488.366,302.6717,597.8929,2127.458,489.381,408.3325,2175.96,7049.71,2286.032,1235.802,469.813,315.4895,2502.611,340.8475,2019.943,756.719,8618.376,1626.437,2060.348,20988.65,2488.257,1838.042,2324.469,336.7141,24789.59,1735.042,2009.593,3618.136,830.515,1454.036,11776.71,9829.49,1064.934,3390.934,1226.208,1339.699,587.5868,264.3173,2583.376,1840.203,256.9549,717.725,359.9572,5394.821,757.431,561.6038,197.8025,2196.957,181.6187,1054.882,402.3397,1302.749,242.7381,1830.36,499.6867,1206.418,1046.55,5067.044,14882.1,1925.272,765.5418,2013.779,736.789,663.716,1570.382,2223.763,1510.831,1066.3557,542.537,758.26,876.608,112.1548,19510.47,1109.297,13350.5,2990.111,427.5955,104.4143,308.4691,1006.198,655.77,746.801,1496.579,2371.408,2727.013,607.655,600.035,229.3262,2472.603,5431.592,561.2327,1093.827,763.125,290.7483,1270.984,604.8559,9518.64,1600.236,411.5349,256.8367,242.1825,525.533,1434.794,105.7249,3248.188,3655.587,899.431,573.4306,3489.199,166.4994,2389.185,1087.601,1543.539,3190.149,1045.138,834.635,1220.542,3047.156,596.6166,319.2711,162.8598,600.0204,181.7553,240.1569,174.3232,107.7171,184.5779,342.0646,1246.818,1011.507,231.9523,1069.0672,1066.811,8317.04,374.1243,12312.5,218.9231,3061.055,341.4533,3053.781,163.8297,258.7887,375.7337,456.1188,1077.1917,489.76,1204.728,8055.762,4757.176,2050.013,2600.661,5342.586,2793.709,6438.651,14732.71,4437.645,2492.748,1307.225,2102.21,2493.21,1805.673,1240.463,5417.126,3683.783,19856.34,1426.746,1340.096,5821.439,1680.727,1777.037,437.7449,757.889,400.1603,20215.7,416.2437,550.827,1323.646,132.6092,1255.483,1576.625,1282.721,1223.645,397.3215,943.5517,961.031,258.6088,968.232,535.3166,155.3696,1395.079,443.055,257.3309,471.2739,778.793,6641.765,951.302,728.0073,369.5747,1009.2796,1498.742,643.367,10561.42,632.2365,498.74,803.107,886.041,195.9346,2030.667,1407.976,641.8517,1003.907,856.918
"C08277",608.6146,170.9345,1666.24,90.3096,305.8714,16.74124,48.08513,221.0489,536.7066,104.3007,106.5723,529.3321,207.5003,130.8505,486.6674,2301.515,985.244,188.6934,118.2441,91.3467,791.6734,123.1249,1418.23,538.423,2472.279,436.726,933.683,4446.623,972.753,914.406,2005.346,97.00536,8190.22,887.04,1737.195,1855.74,390.129,289.928,3394.057,1455.112,891.7348,1564.599,963.233,407.8,120.2435,3220.489,2564.576,232.244,59.99908,214.5521,151.5757,644.989,284.2194,184.8458,76.50583,961.171,31.87661,152.5788,158.3802,1494.324,49.46997,410.0497,129.515,486.0275,470.266,2219.415,2893.873,390.12,1777.6207,635.9924,372.2334,300.8795,354.2086,676.3658,716.5045,6.77017,185.9441,244.5317,324.3539,33.45137,4713.32,369.339,2879.558,805.072,167.4671,19.4883,66.2156,114.6312,171.3049,40.1693,339.7079,1342.921,1924.663,178.4508,217.2113,42.97627,1712.118,1041.986,80.11474,224.7288,1294.394,73.08547,626.407,280.4095,2944.78,566.6877,151.8852,53.54784,68.10971,224.0227,1714.735,23.2662,358.359,1859.842,487.916,155.7642,653.216,347.1598,480.1389,1522.163,482.518,1867.071,367.051,657.4302,793.62,1220.449,154.7302,53.00179,48.03195,183.038,42.58096,62.2206,42.7718,52.54685,23.9241,5599.587,499.1471,164.1364,130.289,761.8629,95.2183,3147.722,201.8517,3566.345,82.9996,818.311,117.88355,10111.512,108.735,100.1205,176.1425,132.244,241.6032,208.839,646.8651,1772.843,1156.3104,896.0134,768.175,1530.697,1348.628,2403.394,2051.279,1845.397,1748.574,461.5365,658.044,991.036,962.217,362.9707,1184.152,1839.163,3019.649,466.419,233.9692,1218.142,575.948,188.4814,232.5133,213.7666,156.2888,3355.012,115.6133,243.5016,477.5214,126.4644,303.344,206.7823,499.9237,268.3682,119.3798,266.4112,317.208,59.7735,478.102,95.6529,65.6456,458.6889,77.6529,47.3666,465.1828,297.2223,635.1911,154.0614,176.9045,407.8263,534.4979,632.34,272.0692,730.119,63.6721,108.9304,1750.129,236.7052,72.12301,563.236,1181.584,299.3679,885.931,244.4261
"C08278",78.2271,42.5463,235.723,16.833,59.3884,12.5557,3.79424,42.1342,84.0037,21.3694,33.071,60.6407,24.6681,48.1515,75.3855,257.443,214.185,50.6963,30.6531,20.278,151.849,22.2639,99.6068,43.7509,83.2367,112.309,161.116,271.683,99.5418,206.2,217.672,11.7342,578.237,96.2947,263.413,380.722,43.2383,81.6449,354.527,450.997,99.4232,211.671,191.766,95.4684,38.8731,26.9064,121.135,37.2686,9.46961,37.1665,16.0792,96.8534,92.8874,51.4765,9.54359,55.5076,7.91841,32.0238,48.3789,86.8174,13.87,84.2933,34.2346,120.071,64.3346,367.16,276.735,65.9853,89.6955,136.552,62.1531,147.248,91.5707,104.573,81.65,8.11342,57.7445,37.7944,23.3556,6.04815,519.452,62.4114,205.708,95.21,14.4629,9.68422,20.7284,25.832,37.4036,23.91,61.0208,146.366,103.909,28.9259,47.3074,6.57387,83.885,178.053,22.0494,70.2725,59.1712,25.7923,51.9283,26.2818,140.282,119.413,10.2069,1e-28,7.22309,50.9675,76.0088,6.09957,34.6572,238.493,71.4627,21.0151,168.732,21.1053,38.7564,192.002,46.8561,191.982,27.0274,40.5972,64.7752,57.0641,22.2259,20.8774,15.6742,49.0206,20.9678,194.893,8.85477,4.83033,15.5216,13.9301,114.583,67.0828,17.3301,20.2305,48.1449,195.154,19.912,142.192,16.0357,93.2033,17.8705,103.179,12.8923,18.6479,13.721,20.0453,38.6092,79.9151,88.7362,219.166,236.062,265.022,182.704,163.985,166.532,317.089,564.253,202.469,131.98,38.0352,105.16,178.673,117.263,46.6987,416.226,166.146,286.515,48.3908,33.5589,143.97,72.4233,47.4841,37.0954,34.9863,46.9105,408.438,23.8354,74.0948,71.6906,16.0912,42.9813,34.0544,80.1838,48.6709,29.3564,43.7339,32.3117,15.4343,73.0948,33.0116,9.54785,80.5129,59.7177,20.3878,24.7951,52.2287,106.777,36.9815,24.3551,30.8046,45.7601,123.07,44.8004,164.777,54.7137,41.5672,66.292,43.8401,10.7768,93.3422,72.4466,49.7987,49.4495,46.8917
"C08316",311.94,1e-28,31.5585,48.5136,49.7607,43.6943,40.7194,15.2236,1e-28,24.463,1e-28,84.0313,24.9542,18.1762,44.4828,1e-28,15.563,51.2329,1e-28,1e-28,45.5515,28.1787,1e-28,16.3222,35.9519,1e-28,1e-28,1e-28,15.8333,1e-28,1e-28,1e-28,634.523,29.5254,14.5582,1e-28,1e-28,35.2866,1e-28,1e-28,1e-28,20.708,1e-28,29.2893,38.856,26.7408,49.5604,1e-28,1e-28,288.139,1e-28,1e-28,1e-28,1e-28,1e-28,38.2359,1e-28,50.8614,12.8715,19.6776,1e-28,1e-28,1e-28,9.41466,55.7733,10.3777,1e-28,1e-28,1e-28,118.622,48.207,1e-28,1e-28,205.458,10.7156,1e-28,1e-28,9.19694,1e-28,530.563,1e-28,13.7433,1e-28,1e-28,1e-28,27.753,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,195.133,1e-28,1e-28,1e-28,19.0971,1e-28,1e-28,12.061,11.7885,105.152,1e-28,20.7191,1e-28,103.168,48.904,83.6927,15.4742,30.7788,16.9574,123.264,14.6281,16.6442,51.5509,32.3757,1e-28,43.2814,8.04577,17.8822,15.1712,38.9087,11066.1,1e-28,51.0551,148.528,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,16.9685,17.5812,103.925,26.9716,1e-28,15.8543,1e-28,10.5345,35.3356,15.3167,31.3658,1e-28,19.1125,1e-28,21.8726,89.1291,15.7314,24.9396,1e-28,1e-28,45.2909,1e-28,1e-28,1e-28,19.7337,31.1284,20.2391,1e-28,21.0683,79.2296,65.5017,30.6409,70.56,58.5625,39.0776,160.927,1e-28,15.4294,1e-28,138.314,166.842,1e-28,67.9938,1e-28,69.7612,1e-28,162.377,61.4151,23.0232,1e-28,1e-28,1e-28,1e-28,1e-28,22.5731,77.2682,21.1514,1e-28,74.3747,1e-28,1e-28,13.9126,130.005,10.2023,35.7316,7.73406,6.47951,1e-28,11.5089,1e-28,9.0564,20.9658,51.7434,1e-28,24.416,9.2631,1e-28,1e-28,5.80801,1e-28,163.918,308.373,22.7921,21.6407,1e-28,1066.01,8.01575
"C08323",177.954,1e-28,31.4151,79.5839,33.3968,11.3391,1e-28,72.6215,1e-28,1e-28,10.4441,16.8145,48.2542,49.7551,1e-28,1e-28,1e-28,16.5463,1e-28,9.54886,53.3461,9.38479,1e-28,1e-28,47.3873,23.5089,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,35.9037,1e-28,25.3174,11.1396,1e-28,16.2319,10.0238,1e-28,1e-28,42.8485,1e-28,15.4093,60.1545,1e-28,1e-28,1e-28,29.4738,62.809,1e-28,65.279,11.7649,1e-28,1e-28,80.1434,1e-28,23.6949,33.1323,45.0889,1e-28,1e-28,11.4003,17.6706,23.3489,1e-28,1e-28,1e-28,1e-28,31.7861,12.632,1e-28,58.5681,60.5408,10.9388,319.199,30.8143,13.0291,16.2981,43.4874,20.7487,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,39.0898,1e-28,24.0951,1e-28,19.9205,1e-28,13.1269,1e-28,1e-28,1e-28,47.9469,1e-28,1e-28,19.3,6.59764,34.7777,1e-28,40.4824,46.5678,1e-28,69.1946,34.5443,42.8082,56.4092,42.8075,63.2333,17.5916,28.3303,14.533,35.1195,26.7186,73.0715,43.3195,55.4189,22.1611,85.4743,369.866,28.1881,119.163,46.4575,1e-28,29.6788,31.6362,1e-28,27.6737,1e-28,132.319,34.367,22.5315,82.4861,27.2613,59.7545,1e-28,1e-28,77.3844,22.8382,25.6184,30.8306,36.8914,1e-28,145.523,40.7951,17.7327,18.9427,107.747,1e-28,37.7355,1e-28,1e-28,23.529,13.16,47.459,1e-28,1e-28,1e-28,12.305,16.0081,1e-28,31.6183,27.2324,43.8664,17.7379,1e-28,1e-28,1e-28,15.3633,9.23385,23.6434,7.78678,1e-28,1e-28,1e-28,28.6851,54.0118,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,15.3106,1e-28,1e-28,1e-28,13.7462,1e-28,1e-28,31.9708,36.7364,1e-28,44.5434,10.6825,7.83848,1e-28,1e-28,1e-28,23.8187,1e-28,16.4495,1e-28,10.4126,7.56015,1e-28,1e-28,5.51302,1e-28,25.6721,36.2748,76.9343,1e-28,1e-28,45.2921,1e-28
