TF_ID	Gene_ID	Family
PH01002114G0160	PH01002114G0160	G2-like
PH01002141G0040	PH01002141G0040	G2-like
PH01002274G0070	PH01002274G0070	G2-like
PH01002430G0200	PH01002430G0200	G2-like
PH01002775G0190	PH01002775G0190	G2-like
PH01002891G0030	PH01002891G0030	G2-like
PH01002899G0130	PH01002899G0130	G2-like
PH01002901G0070	PH01002901G0070	G2-like
PH01003297G0100	PH01003297G0100	G2-like
PH01003413G0110	PH01003413G0110	G2-like
PH01004305G0060	PH01004305G0060	G2-like
PH01004539G0070	PH01004539G0070	G2-like
PH01005036G0050	PH01005036G0050	G2-like
PH01005226G0080	PH01005226G0080	G2-like
PH01005938G0020	PH01005938G0020	G2-like
PH01006399G0010	PH01006399G0010	G2-like
PH01093283G0010	PH01093283G0010	G2-like
PH01000006G0210	PH01000006G0210	MIKC_MADS
PH01000038G1550	PH01000038G1550	MIKC_MADS
PH01000059G1270	PH01000059G1270	MIKC_MADS
PH01000080G0200	PH01000080G0200	MIKC_MADS
PH01000306G0610	PH01000306G0610	MIKC_MADS
PH01000317G0080	PH01000317G0080	MIKC_MADS
PH01000338G0120	PH01000338G0120	MIKC_MADS
PH01000437G0930	PH01000437G0930	MIKC_MADS
PH01000606G0250	PH01000606G0250	MIKC_MADS
PH01000616G0020	PH01000616G0020	MIKC_MADS
PH01000759G0450	PH01000759G0450	MIKC_MADS
PH01000794G0210	PH01000794G0210	MIKC_MADS
PH01001113G0580	PH01001113G0580	MIKC_MADS
PH01001878G0200	PH01001878G0200	MIKC_MADS
PH01002127G0260	PH01002127G0260	MIKC_MADS
PH01005177G0100	PH01005177G0100	MIKC_MADS
PH01000117G1210	PH01000117G1210	M-type_MADS
PH01000216G0990	PH01000216G0990	M-type_MADS
PH01000222G1060	PH01000222G1060	M-type_MADS
PH01000466G0340	PH01000466G0340	M-type_MADS
PH01000518G0720	PH01000518G0720	M-type_MADS
PH01000954G0350	PH01000954G0350	M-type_MADS
PH01001303G0110	PH01001303G0110	M-type_MADS
PH01001952G0230	PH01001952G0230	M-type_MADS
PH01002152G0090	PH01002152G0090	M-type_MADS
PH01002743G0050	PH01002743G0050	M-type_MADS
PH01002755G0230	PH01002755G0230	M-type_MADS
PH01003178G0150	PH01003178G0150	M-type_MADS
PH01000005G1660	PH01000005G1660	GRF
PH01000045G1330	PH01000045G1330	GRF
PH01000083G1570	PH01000083G1570	GRF
PH01000152G0440	PH01000152G0440	GRF
PH01000197G1460	PH01000197G1460	GRF
PH01000387G0730	PH01000387G0730	GRF
PH01000513G0530	PH01000513G0530	GRF
PH01000842G0540	PH01000842G0540	GRF
PH01001096G0260	PH01001096G0260	GRF
PH01001291G0040	PH01001291G0040	GRF
PH01001304G0330	PH01001304G0330	GRF
PH01001605G0350	PH01001605G0350	GRF
PH01002169G0420	PH01002169G0420	GRF
PH01002618G0290	PH01002618G0290	GRF
PH01002701G0020	PH01002701G0020	GRF
PH01003592G0180	PH01003592G0180	GRF
PH01005386G0020	PH01005386G0020	GRF
PH01087379G0010	PH01087379G0010	GRF
PH01000046G0140	PH01000046G0140	HB-other
PH01000075G0900	PH01000075G0900	HB-other
PH01000107G0940	PH01000107G0940	HB-other
PH01000279G0700	PH01000279G0700	HB-other
PH01000284G1150	PH01000284G1150	HB-other
PH01000298G0910	PH01000298G0910	HB-other
PH01000340G1000	PH01000340G1000	HB-other
PH01000600G0330	PH01000600G0330	HB-other
PH01000778G0010	PH01000778G0010	HB-other
PH01001180G0090	PH01001180G0090	HB-other
PH01001409G0360	PH01001409G0360	HB-other
PH01001474G0470	PH01001474G0470	HB-other
PH01001681G0050	PH01001681G0050	HB-other
PH01001726G0070	PH01001726G0070	HB-other
PH01001950G0130	PH01001950G0130	HB-other
PH01002136G0270	PH01002136G0270	HB-other
PH01004013G0070	PH01004013G0070	HB-other
PH01004366G0040	PH01004366G0040	HB-other
PH01004868G0120	PH01004868G0120	HB-other
PH01006816G0010	PH01006816G0010	HB-other
PH01007678G0020	PH01007678G0020	HB-other
PH01001058G0600	PH01001058G0600	WOX
PH01001057G0130	PH01001057G0130	WOX
PH01000057G1290	PH01000057G1290	WOX
PH01000009G1450	PH01000009G1450	WOX
PH01000112G0590	PH01000112G0590	WOX
PH01001420G0140	PH01001420G0140	WOX
PH01003295G0040	PH01003295G0040	TALE
PH01001092G0270	PH01001092G0270	TALE
PH01000134G0410	PH01000134G0410	TALE
PH01000496G0760	PH01000496G0760	TALE
PH01002124G0100	PH01002124G0100	TALE
PH01001759G0460	PH01001759G0460	TALE
PH01000754G0440	PH01000754G0440	TALE
PH01000299G1040	PH01000299G1040	TALE
PH01000312G0600	PH01000312G0600	TALE
PH01000246G1150	PH01000246G1150	TALE
PH01000083G0580	PH01000083G0580	TALE
PH01000103G0430	PH01000103G0430	TALE
PH01003816G0150	PH01003816G0150	TALE
PH01000979G0260	PH01000979G0260	TALE
PH01000139G0610	PH01000139G0610	TALE
PH01004298G0140	PH01004298G0140	TALE
PH01000223G1160	PH01000223G1160	TALE
PH01000348G0740	PH01000348G0740	TALE
PH01000107G1130	PH01000107G1130	TALE
PH01000059G1030	PH01000059G1030	TALE
PH01000759G0070	PH01000759G0070	TALE
PH01001584G0050	PH01001584G0050	TALE
PH01001487G0210	PH01001487G0210	TALE
PH01001846G0090	PH01001846G0090	TALE
PH01001144G0090	PH01001144G0090	TALE
PH01002594G0170	PH01002594G0170	TALE
PH01000104G1190	PH01000104G1190	HD-ZIP
PH01000569G0270	PH01000569G0270	HD-ZIP
PH01005345G0020	PH01005345G0020	HD-ZIP
PH01000038G2120	PH01000038G2120	HD-ZIP
PH01001550G0050	PH01001550G0050	HD-ZIP
PH01000129G1060	PH01000129G1060	HD-ZIP
PH01004993G0070	PH01004993G0070	HD-ZIP
PH01000188G0440	PH01000188G0440	HD-ZIP
PH01000950G0510	PH01000950G0510	HD-ZIP
PH01000113G0550	PH01000113G0550	HD-ZIP
PH01000219G0690	PH01000219G0690	HD-ZIP
PH01000841G0210	PH01000841G0210	HD-ZIP
PH01001036G0340	PH01001036G0340	HD-ZIP
PH01000007G1150	PH01000007G1150	HD-ZIP
PH01002691G0230	PH01002691G0230	HD-ZIP
PH01000171G1110	PH01000171G1110	HD-ZIP
PH01000193G1220	PH01000193G1220	HD-ZIP
PH01002645G0080	PH01002645G0080	HD-ZIP
PH01000434G0400	PH01000434G0400	HD-ZIP
PH01000407G0480	PH01000407G0480	HD-ZIP
PH01000060G1850	PH01000060G1850	HD-ZIP
PH01004339G0170	PH01004339G0170	HD-ZIP
PH01000496G0570	PH01000496G0570	HD-ZIP
PH01001885G0240	PH01001885G0240	HD-ZIP
PH01000042G1220	PH01000042G1220	HD-ZIP
PH01003417G0160	PH01003417G0160	HD-ZIP
PH01000922G0150	PH01000922G0150	HD-ZIP
PH01004633G0110	PH01004633G0110	HD-ZIP
PH01000670G0190	PH01000670G0190	HD-ZIP
PH01000718G0250	PH01000718G0250	HD-ZIP
PH01000718G0100	PH01000718G0100	HD-ZIP
PH01002645G0100	PH01002645G0100	HD-ZIP
PH01000001G0190	PH01000001G0190	HD-ZIP
PH01000420G0650	PH01000420G0650	HD-ZIP
PH01001206G0320	PH01001206G0320	TALE
PH01002967G0190	PH01002967G0190	TALE
PH01003805G0010	PH01003805G0010	TALE
PH01000392G1070	PH01000392G1070	TALE
PH01000823G0400	PH01000823G0400	TALE
PH01000759G0180	PH01000759G0180	TALE
PH01000043G1720	PH01000043G1720	TALE
PH01000735G0590	PH01000735G0590	TALE
PH01001350G0200	PH01001350G0200	HD-ZIP
PH01002523G0060	PH01002523G0060	HD-ZIP
PH01000336G0690	PH01000336G0690	HD-ZIP
PH01001914G0110	PH01001914G0110	HD-ZIP
PH01000183G0940	PH01000183G0940	HD-ZIP
PH01000039G0640	PH01000039G0640	HD-ZIP
PH01001892G0010	PH01001892G0010	HD-ZIP
PH01000996G0010	PH01000996G0010	HD-ZIP
PH01000305G0590	PH01000305G0590	HD-ZIP
PH01002498G0270	PH01002498G0270	HD-ZIP
PH01000017G2520	PH01000017G2520	HD-ZIP
PH01000517G0290	PH01000517G0290	HD-ZIP
PH01000014G2500	PH01000014G2500	HD-ZIP
PH01000928G0560	PH01000928G0560	HD-ZIP
PH01000558G0420	PH01000558G0420	HD-ZIP
PH01001857G0080	PH01001857G0080	HD-ZIP
PH01001046G0030	PH01001046G0030	HD-ZIP
PH01000000G4530	PH01000000G4530	C2H2
PH01000010G2680	PH01000010G2680	C2H2
PH01000010G3030	PH01000010G3030	C2H2
PH01000019G1890	PH01000019G1890	C2H2
PH01000021G0290	PH01000021G0290	C2H2
PH01000023G0350	PH01000023G0350	C2H2
PH01000031G1420	PH01000031G1420	C2H2
PH01000032G0410	PH01000032G0410	C2H2
PH01000035G0640	PH01000035G0640	C2H2
PH01000040G0510	PH01000040G0510	C2H2
PH01000044G0620	PH01000044G0620	C2H2
PH01000050G0800	PH01000050G0800	C2H2
PH01000051G0410	PH01000051G0410	C3H
PH01000054G1270	PH01000054G1270	C2H2
PH01000054G1500	PH01000054G1500	C2H2
PH01000057G1650	PH01000057G1650	C3H
PH01000060G1600	PH01000060G1600	C3H
PH01000066G1880	PH01000066G1880	C2H2
PH01000073G0850	PH01000073G0850	C2H2
PH01000086G0580	PH01000086G0580	C2H2
PH01000087G1380	PH01000087G1380	C3H
PH01000093G1390	PH01000093G1390	C3H
PH01000108G1000	PH01000108G1000	C2H2
PH01000128G0650	PH01000128G0650	C3H
PH01000133G1180	PH01000133G1180	C3H
PH01000140G0830	PH01000140G0830	C2H2
PH01000148G1070	PH01000148G1070	C2H2
PH01000150G1070	PH01000150G1070	C2H2
PH01000154G0710	PH01000154G0710	C2H2
PH01000176G0920	PH01000176G0920	C3H
PH01000178G1080	PH01000178G1080	C3H
PH01000183G1300	PH01000183G1300	LSD
PH01000185G0320	PH01000185G0320	C2H2
PH01000194G0810	PH01000194G0810	C2H2
PH01000195G0790	PH01000195G0790	C2H2
PH01000200G0080	PH01000200G0080	C2H2
PH01000211G1040	PH01000211G1040	C2H2
PH01000229G0090	PH01000229G0090	C2H2
PH01000254G0620	PH01000254G0620	C3H
PH01000263G0900	PH01000263G0900	C2H2
PH01000264G0220	PH01000264G0220	C3H
PH01000264G0790	PH01000264G0790	LSD
PH01000293G0050	PH01000293G0050	C2H2
PH01000304G1020	PH01000304G1020	C2H2
PH01000329G0340	PH01000329G0340	C2H2
PH01000333G0580	PH01000333G0580	C3H
PH01000333G0590	PH01000333G0590	C3H
PH01000353G0020	PH01000353G0020	C2H2
PH01000353G0680	PH01000353G0680	C2H2
PH01000363G0960	PH01000363G0960	C3H
PH01000411G0430	PH01000411G0430	C2H2
PH01000425G0160	PH01000425G0160	C2H2
PH01000426G0080	PH01000426G0080	C3H
PH01000440G0880	PH01000440G0880	C2H2
PH01000478G0680	PH01000478G0680	C2H2
PH01000483G0230	PH01000483G0230	C3H
PH01000486G0650	PH01000486G0650	C2H2
PH01000489G0200	PH01000489G0200	C3H
PH01000489G0730	PH01000489G0730	C2H2
PH01000489G0740	PH01000489G0740	C2H2
PH01000490G0600	PH01000490G0600	C2H2
PH01000491G0570	PH01000491G0570	C3H
PH01000530G0160	PH01000530G0160	C3H
PH01000546G0810	PH01000546G0810	C2H2
PH01000561G0310	PH01000561G0310	C3H
PH01000574G0290	PH01000574G0290	C2H2
PH01000574G0360	PH01000574G0360	C3H
PH01000643G0300	PH01000643G0300	C2H2
PH01000663G0100	PH01000663G0100	C2H2
PH01000673G0600	PH01000673G0600	C2H2
PH01000687G0520	PH01000687G0520	C2H2
PH01000718G0500	PH01000718G0500	C2H2
PH01000722G0440	PH01000722G0440	C3H
PH01000775G0560	PH01000775G0560	C2H2
PH01000795G0120	PH01000795G0120	C3H
PH01000823G0650	PH01000823G0650	C3H
PH01000824G0690	PH01000824G0690	C3H
PH01000827G0180	PH01000827G0180	C2H2
PH01000840G0410	PH01000840G0410	C3H
PH01000842G0310	PH01000842G0310	C3H
PH01000878G0370	PH01000878G0370	C2H2
PH01000913G0440	PH01000913G0440	C3H
PH01000918G0240	PH01000918G0240	C2H2
PH01000921G0370	PH01000921G0370	C3H
PH01000930G0570	PH01000930G0570	C2H2
PH01000974G0380	PH01000974G0380	C2H2
PH01000994G0360	PH01000994G0360	C3H
PH01001003G0540	PH01001003G0540	C2H2
PH01001028G0210	PH01001028G0210	C3H
PH01001028G0270	PH01001028G0270	C2H2
PH01001035G0240	PH01001035G0240	C2H2
PH01001038G0420	PH01001038G0420	C2H2
PH01001038G0430	PH01001038G0430	C2H2
PH01001046G0110	PH01001046G0110	C3H
PH01001048G0050	PH01001048G0050	C2H2
PH01001057G0400	PH01001057G0400	C2H2
PH01001063G0080	PH01001063G0080	LSD
PH01001065G0460	PH01001065G0460	C2H2
PH01001075G0590	PH01001075G0590	C3H
PH01001113G0050	PH01001113G0050	C3H
PH01001113G0360	PH01001113G0360	C2H2
PH01001200G0110	PH01001200G0110	C2H2
PH01001288G0520	PH01001288G0520	C2H2
PH01001297G0270	PH01001297G0270	C3H
PH01001317G0380	PH01001317G0380	C3H
PH01001338G0010	PH01001338G0010	C2H2
PH01001344G0380	PH01001344G0380	C3H
PH01001344G0480	PH01001344G0480	LSD
PH01001365G0550	PH01001365G0550	C2H2
PH01001382G0080	PH01001382G0080	C3H
PH01001389G0360	PH01001389G0360	LSD
PH01001434G0280	PH01001434G0280	C3H
PH01001442G0040	PH01001442G0040	C2H2
PH01001489G0350	PH01001489G0350	C3H
PH01001519G0200	PH01001519G0200	C2H2
PH01001535G0570	PH01001535G0570	C2H2
PH01001575G0100	PH01001575G0100	C3H
PH01001633G0030	PH01001633G0030	C3H
PH01001743G0120	PH01001743G0120	C2H2
PH01001743G0130	PH01001743G0130	C2H2
PH01001786G0250	PH01001786G0250	C2H2
PH01001800G0280	PH01001800G0280	C3H
PH01001962G0090	PH01001962G0090	C3H
PH01002036G0230	PH01002036G0230	C3H
PH01002076G0110	PH01002076G0110	C2H2
PH01002169G0300	PH01002169G0300	C3H
PH01002180G0090	PH01002180G0090	C3H
PH01002187G0020	PH01002187G0020	C2H2
PH01002226G0310	PH01002226G0310	C2H2
PH01002276G0050	PH01002276G0050	C3H
PH01002335G0340	PH01002335G0340	C2H2
PH01002348G0180	PH01002348G0180	C2H2
PH01002420G0120	PH01002420G0120	C2H2
PH01002604G0140	PH01002604G0140	C3H
PH01002654G0080	PH01002654G0080	C2H2
PH01002674G0130	PH01002674G0130	C2H2
PH01002807G0040	PH01002807G0040	C2H2
PH01002807G0140	PH01002807G0140	C3H
PH01002927G0060	PH01002927G0060	C3H
PH01002927G0090	PH01002927G0090	C2H2
PH01002980G0030	PH01002980G0030	C2H2
PH01003249G0180	PH01003249G0180	C3H
PH01003742G0040	PH01003742G0040	C3H
PH01003769G0010	PH01003769G0010	C2H2
PH01003903G0070	PH01003903G0070	C2H2
PH01003989G0030	PH01003989G0030	C3H
PH01004070G0050	PH01004070G0050	C2H2
PH01004360G0140	PH01004360G0140	C3H
PH01004616G0090	PH01004616G0090	C2H2
PH01004889G0040	PH01004889G0040	C3H
PH01005591G0050	PH01005591G0050	C2H2
PH01005966G0040	PH01005966G0040	C2H2
PH01005969G0020	PH01005969G0020	C3H
PH01005969G0060	PH01005969G0060	C3H
PH01006200G0010	PH01006200G0010	C2H2
PH01007263G0020	PH01007263G0020	C2H2
PH01007485G0020	PH01007485G0020	C3H
PH01007618G0020	PH01007618G0020	LSD
PH01013915G0010	PH01013915G0010	C3H
PH01149019G0010	PH01149019G0010	C3H
PH01188189G0010	PH01188189G0010	C3H
PH01197141G0010	PH01197141G0010	C2H2
PH01000001G2130	PH01000001G2130	MYB
PH01000004G1580	PH01000004G1580	MYB
PH01000004G4070	PH01000004G4070	MYB
PH01000005G1390	PH01000005G1390	MYB
PH01000006G2680	PH01000006G2680	MYB
PH01000008G0500	PH01000008G0500	MYB
PH01000008G1560	PH01000008G1560	MYB
PH01000008G3080	PH01000008G3080	MYB
PH01000009G0060	PH01000009G0060	MYB
PH01000014G1850	PH01000014G1850	MYB
PH01000015G1560	PH01000015G1560	MYB
PH01000024G1380	PH01000024G1380	MYB
PH01000028G0940	PH01000028G0940	MYB
PH01000029G1950	PH01000029G1950	MYB
PH01000030G0050	PH01000030G0050	MYB
PH01000041G2150	PH01000041G2150	MYB
PH01000043G2100	PH01000043G2100	MYB
PH01000053G1340	PH01000053G1340	MYB
PH01000054G0640	PH01000054G0640	MYB
PH01000060G0800	PH01000060G0800	MYB
PH01000064G1570	PH01000064G1570	MYB
PH01000064G1730	PH01000064G1730	MYB
PH01000066G1200	PH01000066G1200	MYB
PH01000068G1000	PH01000068G1000	MYB
PH01000068G1470	PH01000068G1470	MYB
PH01000161G0030	PH01000161G0030	MYB
PH01000169G1060	PH01000169G1060	MYB
PH01000177G0890	PH01000177G0890	MYB
PH01000198G1320	PH01000198G1320	MYB
PH01000209G0490	PH01000209G0490	MYB
PH01000212G0840	PH01000212G0840	MYB
PH01000234G0090	PH01000234G0090	MYB
PH01000281G1040	PH01000281G1040	MYB
PH01000302G0910	PH01000302G0910	MYB
PH01000305G0990	PH01000305G0990	MYB
PH01000309G0470	PH01000309G0470	MYB
PH01000332G0140	PH01000332G0140	MYB
PH01000345G0740	PH01000345G0740	MYB
PH01000358G0390	PH01000358G0390	MYB
PH01000369G0610	PH01000369G0610	MYB
PH01000374G0780	PH01000374G0780	MYB
PH01000386G0660	PH01000386G0660	MYB
PH01000388G0380	PH01000388G0380	MYB
PH01000392G0510	PH01000392G0510	MYB
PH01000400G0300	PH01000400G0300	MYB
PH01000415G0010	PH01000415G0010	MYB
PH01000415G0090	PH01000415G0090	MYB
PH01000427G0040	PH01000427G0040	MYB
PH01000445G0700	PH01000445G0700	MYB
PH01000462G0290	PH01000462G0290	MYB
PH01000501G0490	PH01000501G0490	MYB
PH01000508G0100	PH01000508G0100	MYB
PH01000515G0560	PH01000515G0560	MYB
PH01000520G0240	PH01000520G0240	MYB
PH01000569G0800	PH01000569G0800	MYB
PH01000595G0350	PH01000595G0350	MYB
PH01000604G0860	PH01000604G0860	MYB
PH01000617G0820	PH01000617G0820	MYB
PH01000688G0030	PH01000688G0030	MYB
PH01000713G0560	PH01000713G0560	MYB
PH01000723G0640	PH01000723G0640	MYB
PH01000729G0470	PH01000729G0470	MYB
PH01000812G0550	PH01000812G0550	MYB
PH01000847G0490	PH01000847G0490	MYB
PH01000912G0430	PH01000912G0430	MYB
PH01000958G0180	PH01000958G0180	MYB
PH01001022G0490	PH01001022G0490	MYB
PH01001023G0060	PH01001023G0060	MYB
PH01001064G0370	PH01001064G0370	MYB
PH01001084G0440	PH01001084G0440	MYB
PH01001133G0430	PH01001133G0430	MYB
PH01001174G0490	PH01001174G0490	MYB
PH01001208G0070	PH01001208G0070	MYB
PH01001229G0260	PH01001229G0260	MYB
PH01001287G0090	PH01001287G0090	MYB
PH01001342G0270	PH01001342G0270	MYB
PH01001430G0250	PH01001430G0250	MYB
PH01001541G0130	PH01001541G0130	MYB
PH01001548G0400	PH01001548G0400	MYB
PH01001565G0340	PH01001565G0340	MYB
PH01001622G0290	PH01001622G0290	MYB
PH01001925G0330	PH01001925G0330	MYB
PH01001991G0310	PH01001991G0310	MYB
PH01001996G0370	PH01001996G0370	MYB
PH01002000G0040	PH01002000G0040	MYB
PH01002082G0250	PH01002082G0250	MYB
PH01002092G0300	PH01002092G0300	MYB
PH01002104G0150	PH01002104G0150	MYB
PH01002122G0230	PH01002122G0230	MYB
PH01002139G0430	PH01002139G0430	MYB
PH01002148G0200	PH01002148G0200	MYB
PH01002184G0220	PH01002184G0220	MYB
PH01002276G0160	PH01002276G0160	MYB
PH01002611G0010	PH01002611G0010	MYB
PH01002680G0080	PH01002680G0080	MYB
PH01002704G0220	PH01002704G0220	MYB
PH01002707G0220	PH01002707G0220	MYB
PH01002736G0020	PH01002736G0020	MYB
PH01002772G0250	PH01002772G0250	MYB
PH01002859G0070	PH01002859G0070	MYB
PH01002868G0200	PH01002868G0200	MYB
PH01002987G0150	PH01002987G0150	MYB
PH01003093G0130	PH01003093G0130	MYB
PH01003180G0140	PH01003180G0140	MYB
PH01003507G0040	PH01003507G0040	MYB
PH01003809G0130	PH01003809G0130	MYB
PH01003918G0100	PH01003918G0100	MYB
PH01004818G0120	PH01004818G0120	MYB
PH01004865G0070	PH01004865G0070	MYB
PH01005192G0010	PH01005192G0010	MYB
PH01005460G0120	PH01005460G0120	MYB
PH01005515G0070	PH01005515G0070	MYB
PH01005685G0080	PH01005685G0080	MYB
PH01005828G0060	PH01005828G0060	MYB
PH01007341G0010	PH01007341G0010	MYB
PH01128678G0010	PH01128678G0010	MYB
PH01000000G0910	PH01000000G0910	MYB_related
PH01000008G1430	PH01000008G1430	MYB_related
PH01000039G0930	PH01000039G0930	MYB_related
PH01000046G0990	PH01000046G0990	MYB_related
PH01000048G0730	PH01000048G0730	MYB_related
PH01000068G1610	PH01000068G1610	MYB_related
PH01000083G0320	PH01000083G0320	MYB_related
PH01000087G0530	PH01000087G0530	MYB_related
PH01000090G1130	PH01000090G1130	MYB_related
PH01000098G0310	PH01000098G0310	MYB_related
PH01000110G1230	PH01000110G1230	MYB_related
PH01000160G0940	PH01000160G0940	MYB_related
PH01000165G0660	PH01000165G0660	MYB_related
PH01000171G1010	PH01000171G1010	MYB_related
PH01000171G1160	PH01000171G1160	MYB_related
PH01000183G0650	PH01000183G0650	MYB_related
PH01000202G0810	PH01000202G0810	MYB_related
PH01000241G1400	PH01000241G1400	MYB_related
PH01000242G0360	PH01000242G0360	MYB_related
PH01000339G0990	PH01000339G0990	MYB_related
PH01000356G1090	PH01000356G1090	MYB_related
PH01000358G0250	PH01000358G0250	MYB_related
PH01000359G0870	PH01000359G0870	MYB_related
PH01000383G0320	PH01000383G0320	MYB_related
PH01000428G0040	PH01000428G0040	MYB_related
PH01000448G0110	PH01000448G0110	MYB_related
PH01000462G0320	PH01000462G0320	MYB_related
PH01000462G0520	PH01000462G0520	MYB_related
PH01000491G0810	PH01000491G0810	MYB_related
PH01000506G0350	PH01000506G0350	MYB_related
PH01000508G0070	PH01000508G0070	MYB_related
PH01000525G0560	PH01000525G0560	MYB_related
PH01000527G0320	PH01000527G0320	MYB_related
PH01000556G0470	PH01000556G0470	MYB_related
PH01000570G0460	PH01000570G0460	MYB_related
PH01000606G0580	PH01000606G0580	MYB_related
PH01000618G0900	PH01000618G0900	MYB_related
PH01000639G0480	PH01000639G0480	MYB_related
PH01000645G0040	PH01000645G0040	MYB_related
PH01000655G0670	PH01000655G0670	MYB_related
PH01000668G0290	PH01000668G0290	MYB_related
PH01000684G0090	PH01000684G0090	MYB_related
PH01000692G0590	PH01000692G0590	MYB_related
PH01000721G0360	PH01000721G0360	MYB_related
PH01000726G0780	PH01000726G0780	MYB_related
PH01000769G0620	PH01000769G0620	MYB_related
PH01000841G0080	PH01000841G0080	MYB_related
PH01000841G0290	PH01000841G0290	MYB_related
PH01000878G0020	PH01000878G0020	MYB_related
PH01000931G0030	PH01000931G0030	MYB_related
PH01001006G0380	PH01001006G0380	MYB_related
PH01001059G0500	PH01001059G0500	MYB_related
PH01001071G0530	PH01001071G0530	MYB_related
PH01001099G0510	PH01001099G0510	MYB_related
PH01001225G0350	PH01001225G0350	MYB_related
PH01001261G0490	PH01001261G0490	MYB_related
PH01001393G0410	PH01001393G0410	MYB_related
PH01001490G0340	PH01001490G0340	MYB_related
PH01001506G0290	PH01001506G0290	MYB_related
PH01001516G0020	PH01001516G0020	MYB_related
PH01001653G0210	PH01001653G0210	MYB_related
PH01001672G0380	PH01001672G0380	MYB_related
PH01001738G0330	PH01001738G0330	MYB_related
PH01001800G0210	PH01001800G0210	MYB_related
PH01001956G0200	PH01001956G0200	MYB_related
PH01001990G0120	PH01001990G0120	MYB_related
PH01002226G0100	PH01002226G0100	MYB_related
PH01002344G0400	PH01002344G0400	MYB_related
PH01002356G0230	PH01002356G0230	MYB_related
PH01002440G0410	PH01002440G0410	MYB_related
PH01002565G0140	PH01002565G0140	MYB_related
PH01002649G0270	PH01002649G0270	MYB_related
PH01002698G0190	PH01002698G0190	MYB_related
PH01002728G0290	PH01002728G0290	MYB_related
PH01002928G0170	PH01002928G0170	MYB_related
PH01003200G0140	PH01003200G0140	MYB_related
PH01003236G0020	PH01003236G0020	MYB_related
PH01003237G0170	PH01003237G0170	MYB_related
PH01003759G0160	PH01003759G0160	MYB_related
PH01003968G0010	PH01003968G0010	MYB_related
PH01004097G0070	PH01004097G0070	MYB_related
PH01004165G0090	PH01004165G0090	MYB_related
PH01004207G0080	PH01004207G0080	MYB_related
PH01004374G0040	PH01004374G0040	MYB_related
