"","PRISM|7122","PRISM|7147","PRISM|7150","PRISM|7153","PRISM|7184","PRISM|7238","PRISM|7406","PRISM|7408","PRISM|7421","PRISM|7445","PRISM|7486","PRISM|7496","PRISM|7506","PRISM|7547","PRISM|7658","PRISM|7662","PRISM|7744","PRISM|7759","PRISM|7762","PRISM|7776","PRISM|7791","PRISM|7843","PRISM|7847","PRISM|7852","PRISM|7855","PRISM|7858","PRISM|7860","PRISM|7861","PRISM|7862","PRISM|7870","PRISM|7874","PRISM|7875","PRISM|7879","PRISM|7897","PRISM|7899","PRISM|7904","PRISM|7906","PRISM|7908","PRISM|7909","PRISM|7910","PRISM|7911","PRISM|7912","PRISM|7938","PRISM|7941","PRISM|7947","PRISM|7948","PRISM|7955","PRISM|7971","PRISM|7989","PRISM|8095","PRISM|8096","PRISM|8101","PRISM|8106","PRISM|8129","PRISM|8226","PRISM|8244","PRISM|8264","PRISM|8275","PRISM|8283","PRISM|8332","PRISM|8336","PRISM|8361","PRISM|8374","PRISM|8377","PRISM|8406","PRISM|8441","PRISM|8444","PRISM|8447","PRISM|8452","PRISM|8458","PRISM|8462","PRISM|8464","PRISM|8466","PRISM|8467","PRISM|8475","PRISM|8480","PRISM|8483","PRISM|8485","PRISM|8496","PRISM|8502","PRISM|8503","PRISM|8511","PRISM|8513","PRISM|8515","PRISM|8523","PRISM|8534","PRISM|8537","PRISM|8550","PRISM|8564","PRISM|8565","PRISM|8573","PRISM|8577","PRISM|8589","PRISM|8591","PRISM|8592","PRISM|8605","PRISM|8624","PRISM|8628","PRISM|8629","PRISM|8667","PRISM|8675","PRISM|8683","PRISM|8692","PRISM|8696","PRISM|8728","PRISM|8734","PRISM|8735","PRISM|8746","PRISM|8749","PRISM|8753","PRISM|8754","PRISM|8758","PRISM|8764","PRISM|8765","PRISM|8774","PRISM|8776","PRISM|8778","PRISM|8783","PRISM|8784","PRISM|8785","PRISM|8788","PRISM|8789","PRISM|8794","PRISM|8795","PRISM|8800","PRISM|8802","PRISM|8803","PRISM|8805","PRISM|8806","PRISM|8807","PRISM|8809","PRISM|8815","PRISM|8841","PRISM|8843","PRISM|8844","PRISM|8846","PRISM|8847","PRISM|8849","PRISM|8878","PRISM|8882","PRISM|8892","PRISM|8894","PRISM|8898","PRISM|8924","PRISM|8932","PRISM|8982","PRISM|8998","PRISM|9010","PRISM|9018","PRISM|9030","PRISM|9033","PRISM|9074","PRISM|9079","PRISM|9126","PRISM|9148","Validation|LLDeep_0001","Validation|LLDeep_0003","Validation|LLDeep_0010","Validation|LLDeep_0011","Validation|LLDeep_0012","Validation|LLDeep_0015","Validation|LLDeep_0018","Validation|LLDeep_0021","Validation|LLDeep_0022","Validation|LLDeep_0024","Validation|LLDeep_0026","Validation|LLDeep_0027","Validation|LLDeep_0028","Validation|LLDeep_0029","Validation|LLDeep_0030","Validation|LLDeep_0033","Validation|LLDeep_0034","Validation|LLDeep_0037","Validation|LLDeep_0039","Validation|LLDeep_0043","Validation|LLDeep_0047","Validation|LLDeep_0052","Validation|UMCG0333264","Validation|UMCG1180653","Validation|UMCG1576297","Validation|UMCG1705352","Validation|UMCG1708847","Validation|UMCG2023308","Validation|UMCG2136686","Validation|UMCG2739287","Validation|UMCG2788516","Validation|UMCG3243705","Validation|UMCG3299495","Validation|UMCG3321127","Validation|UMCG3595094","Validation|UMCG3748218","Validation|UMCG4000898","Validation|UMCG4081271","Validation|UMCG4268471","Validation|UMCG4722506","Validation|UMCG4789724","Validation|UMCG4851027","Validation|UMCG5113553","Validation|UMCG5308346","Validation|UMCG5437940","Validation|UMCG5613882","Validation|UMCG5792346","Validation|UMCG5921444","Validation|UMCG6047689","Validation|UMCG6054655","Validation|UMCG6262744","Validation|UMCG6628208","Validation|UMCG6720116","Validation|UMCG6738619","Validation|UMCG6868484","Validation|UMCG6966873","Validation|UMCG7115152","Validation|UMCG7198526","Validation|UMCG7563651","Validation|UMCG8089650","Validation|UMCG8255148","Validation|UMCG8438880","Validation|UMCG9119812","Validation|UMCG9189151","Validation|UMCG9830707"
"K03147",154.213,131.489,98.624,120.27,124.361,123.635,137.674,134.747,123.578,124.186,180.048,157.707,158.243,126.368,150.94,146.878,111.128,114.969,178.622,161.984,138.029,125.962,135.496,159.406,141.187,181.003,183.254,177.172,134.838,138.879,98.079,48.831,139.609,130.504,143.253,103.91,168.018,164.069,118.529,112.787,150.436,116.773,126.785,194.48,171.357,126.88,138.684,103.552,83.363,174.84,135.019,101.231,126.441,157.696,92.314,110.629,17.149,121.592,132.2,119.023,0,102.152,160.564,181.185,127.489,198.228,180.866,143.034,1.687,126.056,147.42,171.355,119.225,129.576,60.742,8.016,184.216,148.012,172.033,2.326,130.629,113.678,111.192,133.045,89.303,27.908,186.185,100.727,127.069,77.847,145.957,110.15,132.687,170.932,128.998,59.965,119.553,152.828,3.609,102.651,118.885,132.542,119.36,160.143,130.441,110.693,92.279,61.225,127.194,159.368,162.506,48.698,138.494,132.844,137.51,207.679,138.474,116.648,123.294,127.824,198.531,171.225,115.245,141.104,118.871,89.148,152.45,144.424,87.777,79.228,68.158,155.326,123.736,129.589,114.019,179.271,137.274,45.507,162.527,65.235,90.162,160.204,168.446,83.892,136.483,98.312,151.229,120.151,147.101,142.53,108.815,92.559,190.8,141.607,163.38,115.455,89.223,105.231,139.88,163.855,117.13,143.029,117.979,103.789,134.854,150.995,110.614,140.598,115.86,158.145,119.87,155.46,125.02,153.437,143.818,129.072,152.126,98.17,172.186,119.094,128.636,159.804,161.811,162.777,153.785,247.259,157.676,145.338,127.654,134.621,142.973,147.782,155.878,33.269,119.895,138.788,153.903,151.656,88.621,141.045,124.685,185.645,137.83,117.828,170.429,186.362,152.078,101.014,121.507,148.57,139.866,123.166,91.056,101.124,69.915,143.878,149.2,68.598,132.353,88.241
"K03148",0,0,7.163,0.81,0.241,0.102,32.42,12.309,0.422,37.779,0.157,0,0,0.035,0.138,0.066,0.517,0.699,0,0,0.491,0.738,0,35.953,1.184,0.099,0.295,0,0,0,0.106,0.678,0,0.659,0,0,0,0,0,0.97,11.991,0.094,25.546,4.839,7.347,2.145,0.504,3.533,72.057,6.362,0,0,1.753,0,18.309,0,103.865,1.058,0.039,0.031,0,0,0.727,7.495,0.155,0.048,0,0,0,1.095,0.198,0.581,3.976,0.325,70.827,0,25.48,2.623,3.007,4.869,0.375,1.485,0.101,0.194,2.472,0.163,12.522,0,0.772,0.029,0,0,0,10.522,0.065,0,0,0,0.092,20.352,3.553,0,0.107,0.051,0,0.472,0.083,44.739,7.173,1.7,0.04,13.275,0.073,0.288,0,0.049,0.78,2.234,0,0,0.267,0,0,0,0,0,0,6.361,78.455,0.875,98.759,58.824,8.427,2.107,22.468,0.627,0.885,31.867,0,4.308,0.764,0,0,0.921,8.214,9.975,4.33,0,0.273,0,0,0.556,0,0.062,0,0,0.816,0.215,0.103,0,0.167,0,0,0.488,0,0,0,7.566,0,0,2.322,0,0.18,2.087,0,0.065,0,0,0,2.354,0.58,0.19,0,0,0,2.594,0.475,0,0,0,0,0,0,6.89,0.407,1.951,0,0,0.177,6.744,12.007,0,0,0,0,0.121,0,0,0.639,3.43,0.12,0.94,0,0.128,1.017,0,0,1.675,0,0.326
"K03149",113.54,108.403,82.976,97.382,94.256,89.795,24.184,116.133,88.38,80.451,88.535,193.304,129.183,141.25,104.113,101.225,90.044,91.578,104.951,179.231,105.629,153.366,105.479,109.958,120.669,109.109,159.439,132.481,94.844,105.056,81.632,12.869,98.844,156.859,117.769,64.461,116.143,125.521,123.965,77.647,122.267,84.007,64.886,70.348,202.827,133.747,87.736,85.472,104.54,197.292,73.068,98.652,20.281,114.764,79.299,76.801,67.001,71.741,133.818,79.916,15.22,117.7,118.164,131.225,94.585,211.449,138.264,58.606,0.381,91.996,114.109,22.372,100.931,97.828,85.164,5.027,96.283,126.022,120.632,4.126,88.962,61.742,85.574,71.108,63.028,5.201,152.834,11.966,84.498,33.023,93.425,79.915,131.268,114.42,158.545,35.7,94.57,67.735,7.1,105.98,141.842,94.438,88.587,126.11,69.313,127.476,63.3,59.008,90.787,134.957,112.505,50.387,87.195,86.433,120.163,160.87,121.632,76.373,100.551,63.797,181.926,166.557,74.396,88.767,106.44,34.765,113.189,68.709,92.305,17.138,93.138,64.096,172.576,115.895,82.749,90.372,94.53,29.538,140.761,31.251,226.863,96.624,165.477,57.246,96.376,90.784,80.052,42.46,100.52,98.379,130.037,80.698,176.814,113.564,123.209,58.188,59.622,63.536,107.657,123.771,86.321,114.72,74.29,77.297,110.093,109.01,75.514,67.591,82.311,106.727,80.481,128.973,92.989,114.939,104.493,77.221,112.157,142.411,82.863,93.491,94.885,64.962,126.17,101.459,80.236,66.925,118.688,89.979,110.927,88.228,66.152,86.036,97.758,33.942,106.539,98.803,129.748,108.591,64.171,64.186,96.102,162.872,121.271,84.835,127.183,125.356,82.012,84.999,107.777,88.59,52.527,72.301,50.533,71.013,8.179,68.454,100.55,57.522,87.855,64.077
"K03150",0,0.277,3.809,0.487,0.193,0.066,30.858,12.246,0.84,35.308,0.1,0.201,0.204,0.129,0.305,0.37,0.145,0.918,0.814,0,0.415,0.773,0.22,0.395,2.121,0.234,0.51,0.345,0.376,0.484,0.033,0.43,0.435,0.316,0,0.117,0.145,0.182,0,1.534,10.66,0.16,28.116,4.252,0.192,0.921,1.009,4.747,56.324,3.615,0,0.198,0.744,0.364,19.617,0.449,95.758,0.791,0.156,0.234,0,0.22,0.153,8.66,0.139,0.062,0,0.111,1.836,1.271,0.281,0.748,5.877,0.373,72.478,0,33.979,3.439,5.255,9.089,0.292,1.773,0.077,0.274,1.925,0.186,15.267,0,0.899,0.633,0,0,0.165,11.475,0,0,0.771,0.264,0.029,20.431,1.194,0.133,0,0.257,0.125,0.145,0.619,0.041,6.76,0.115,0.211,11.093,0.168,0.527,0.31,0.329,0.731,2.174,0.119,0.043,0.814,0.179,0.339,0.229,0.238,0.203,0.228,5.309,75.813,1.139,86.116,55.529,7.657,1.536,21.737,0.524,1.166,30.722,0,3.601,1.741,0.035,0,1.936,10.144,14.049,3.576,0,0.173,0,0,0.829,0,0.118,0.117,0.085,1.3,0.758,0,0.396,0.107,0.18,0.464,0.309,0,0.1,0,5.259,0.457,0.279,3.063,0,0.171,1.501,0,0.502,0.282,0.082,0,1.492,1.338,0.842,0,0,0,1.824,0,0,0,0.377,0.195,0.645,0,6.426,0.104,2.17,0,0,0,8.022,10.309,0,0,0.117,0,0,0,0,1.574,3.032,0.551,1.118,0.903,0.081,0.494,1.352,0.12,1.46,0,0.051
"K03151",40.412,139.739,58.326,122.662,136.825,77.041,163.796,70.708,123.298,169.965,171.624,179.623,96.536,78.667,167.702,155.863,164.978,140.146,160.005,186.38,186.245,111.001,80.843,123.683,140.915,133.537,135.561,155.193,144.763,177.959,156.764,36.142,136.077,122.6,108.444,128.86,167.134,174.09,133.961,154.696,200.577,121.336,144.512,184.722,33.574,159.155,199.327,88.081,92.535,30.103,113.739,83.237,133.817,161.86,76.811,78.331,69.97,102.789,102.362,142.74,255.301,169.774,98.693,154.715,104.742,113.936,144.826,174.027,22.671,118.004,150.654,202.959,92.328,105.921,111.53,5.184,124.499,67.128,181.338,5.795,148.334,170.029,122.479,117.025,44.984,273.986,142.118,145.247,140.95,59.01,154.859,159.782,196.074,173.172,176.625,40.836,133.626,167.034,14.262,46.576,140.715,156.41,101.59,119.96,118.756,81.402,91.001,18.494,48.604,55.844,131.086,178.412,116.08,112.264,101.343,107.415,93.908,84.566,113.43,68.733,83.354,86.322,135.517,98.271,113.536,81.985,116.247,132.987,102.213,125.168,128.196,179.715,96.596,47.909,42.18,165.926,71.801,74.475,68.486,67.544,87.794,103.243,49.714,97.989,114.275,80.575,77.904,122.004,156.941,42.565,108.707,138.495,64.804,105.448,91.892,159.378,111.937,108.401,88.661,156.133,140.189,113.413,88.329,122.807,155.963,179.306,148.967,173.148,138.115,157.526,98.774,179.722,98.556,164.549,161.156,122.869,141.16,152.225,162.252,52.987,121.626,120.886,170.48,150.677,120.286,172.935,157.403,90.99,88.046,92.327,135.857,164.871,163.779,94.385,139.651,111.429,69.368,106.643,97.481,164.566,101.693,148.097,189.264,176.25,133.909,204.731,144.989,149.472,161.107,140.927,172.614,168.125,130.729,113.02,135.12,122.803,149.714,54.071,149.707,110.69
"K03153",0,0,0.193,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0.149,0,0,3.256,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.866,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0.085,0.142,0,0,0,0,0,0,0,0,0,1.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,0,0,0,0,0,0,0,0.358,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03177",189.667,212.143,178.492,197.352,219.991,208.562,193.629,177.813,220.55,129.014,222.865,264.918,194.853,201.833,227.144,198.998,191.5,227.523,204.817,284.534,207.895,312.302,172.27,187.237,184.124,214.684,237.169,191.367,175.786,164.412,209.518,45.478,203.533,245.247,194.178,205.516,183.282,225.959,217.466,220.013,194.806,198.339,174.254,185.771,244.173,195.811,250.382,169.8,115.149,244.67,167.602,204.19,123.013,184.739,164.855,171.774,74.728,117.167,226.612,218.313,287.552,216.1,277.389,173.173,194.449,283.265,230.795,208.732,26.333,169.194,229.206,169.6,210.188,201.26,130.966,14.006,156.071,215.668,175.622,9.306,189.919,204.306,184.357,187.361,114.342,327.258,231.025,147.37,165.65,106.127,223.744,187.842,203.224,180.14,215.22,71.364,165.851,187.603,164.32,166.074,178.749,267.686,195.202,201.479,195.353,188.537,171.89,80.379,177.399,207.866,220.549,203.799,189.298,196.076,216.364,258.393,216.202,161.996,199.355,187.462,270.634,212.135,207.728,184.465,250.388,112.25,182.303,153.063,161.244,249.293,89.978,150.947,235.33,209.443,148.501,234.212,180.047,198.522,217.486,84.837,292.98,213.881,233.15,170.512,208.305,163.23,193.482,224.836,187.183,194.52,226.669,165.558,252.451,193.702,220.493,163.497,135.12,142.554,179.207,180.733,146.972,171.408,140.257,136.537,176.923,170.68,177.914,183.053,164.997,157.209,153.36,200.962,174.686,155.355,178.027,177.943,161.487,200.244,161.869,128.218,169.762,152.701,183.458,195.665,190.557,226.299,176.106,148.236,187.492,143.552,138.502,201.159,162.963,150.351,203.142,174.353,230.142,163.566,172.576,173.044,181.112,207.284,246.821,199.192,175.329,206.331,171.988,220.845,192.683,179.631,149.37,170.14,129.992,156.661,165.037,105.169,164.835,105.342,161.1,157.725
"K03179",0,0.062,32.907,0,0,0,0,0,0,0,0,0,0,0,0,0.671,0.781,0,0,0,0,0,0,0,0.602,0.539,0.898,0.083,0.256,0,0.313,0,0.638,0,0.75,0,0.361,0,0.293,0,0,0.883,0,0,0,0,0.078,0,0,0.548,0,3.05,0,0,0,1.693,0,0,2.732,2.332,0,0,0,0,0,0.335,0.633,0,0,0,0,0,0,0,0,0,0,0.812,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,0.375,0.118,3.761,0,0,0,0,0.238,0.593,0,0,0,0,0.462,0,0,3.255,21.332,0,0,0,0,0,0,1.049,0.011,2.434,0.029,0.135,0,0.113,3.106,0,0,0,0,3.14,0,0,0.749,0,0,0,0,0.514,0,0,0,0.198,0,6.324,0,0,0,0,0,0,0,0,1.019,6.77,0,0,0,0.239,0.287,0.101,0.248,0,0,0,0,0.088,0.164,0,0,0.851,0,0,0,0,0,0,0,0.488,0,0,0,5.874,0,0,0,0,0,0,0,0,0,0,0,0,2.396,0,0,0,0,0,0,0,0,0,1.002,0,0,0,0.071,0,0,0,1.11,0,0.585,0
"K03181",0,0,6.268,0.487,0.1,0,30.265,10.684,0.596,33.635,0.173,0,0.026,0,0,0.436,0,0.614,0,0,0.097,0.837,0,37.922,0.489,0.483,0.097,0,0,0,0,0,0,0.726,0,0,0.1,0,0,1.036,7.73,0,23.362,5.303,7.543,1.909,1.209,2.85,74.211,13.733,0,0,3.025,0.146,15.388,0,94.996,0.702,0.046,0,0,0,0.391,8.009,0.413,0.323,0,0,0.645,0.397,0.408,1.889,5.181,0.108,83.109,0,18.283,2.855,1.434,4.929,0,1.432,0,0,0.589,0,10.305,4.194,0.465,0,0,0,0,7.493,0,0,0.117,0,0.076,19.821,3.586,0,0,0.335,0,0.706,0.417,100.517,22.338,3.487,0,0,0.072,0.177,0.054,0.057,0.801,1.475,0.243,0.112,0.47,0.462,1.1,0,0,0,0,7.224,77.914,0,98.513,61.132,7.15,1.388,51.937,0.998,1.757,31.3,0,0.376,0.35,0.182,5.181,0.379,8.069,7.755,4.013,0,0,0,0,0,0,0.2,0,0,1.883,0.262,0.085,0,0,0.186,0,0.402,0,0.081,0,4.531,0,0,3.359,0,0.148,1.639,0,0.106,0.138,0,0,1.094,0.578,1.588,0,0,0,4.128,0,0,0,0,0,0,0,3.544,0,2.107,0,0,0.308,7.915,11.413,0,0,0,0,0,0,0,0.235,1.618,0,0.235,0.273,0.212,1.209,0,0.312,1.374,0,0.395
"K03182",0.136,0,7.08,1.387,0.029,0.124,30.874,9.628,0.57,38.609,0.074,0,0.063,0.041,0.195,0.187,0.027,0.438,0,0,0.435,0.857,0,34.533,1.311,0.211,0.306,0,0,0,0.099,0.477,0,0.831,0,0,0.057,0,0,0.687,11.673,0.681,26.724,6.366,9.379,1.421,0.824,6.076,80.803,13.998,0,0,2.998,0,19.841,0,115.297,0.633,0.025,0.101,0,0.112,0.399,7.587,0.543,0.373,0,0,1.108,0.78,0.256,1.248,4.868,0.216,74.481,0,18.307,2.63,2.481,9.067,0.088,1.526,0.142,0.091,1.345,0.197,12.383,5.737,0.797,0.228,0,0.058,0,7.085,0.061,0,0.034,0.105,0.087,22.844,3.204,3.188,0,0.168,0,0.567,0.448,95.822,25.787,2.563,0.096,10.291,0,0.45,0.016,0.023,0.834,1.707,0.122,0.12,0.236,0.359,1.035,0,0,0,0.007,6.82,99.677,0.322,97.079,59.541,8.758,2.077,52.882,1.078,1.324,35.722,0,2.466,1.397,0.052,2.884,0.298,8.906,12.11,3.658,0,0.13,0,0,0.175,0,0.291,0,0,1.072,0.126,0.193,0,0.158,0.16,0.161,0.802,0,0.092,0.064,6.55,0,0,2.364,0,0.127,1.86,0,0.363,0.02,0,0,2.451,0.827,0.451,0,0,0,4.501,0,0,0,0,0.26,0,0,9.405,0.078,2.454,0,0,0.083,7.906,8.011,0,0,0,0,0,0,0,0.334,2.88,0,1.021,0,0.06,0.437,0,0,2.667,0,0.038
"K03183",122.533,65.849,122.375,80.057,25.8,103.54,39.149,122.302,59.295,88.523,40.742,5.525,98.146,115.628,14.149,49.686,36.785,15.855,33.056,5.686,11.31,109.119,82.467,66.416,57.174,62.953,70.9,35.224,45.298,9.882,44.333,0.34,61.895,17.077,106.215,46.638,17.126,42.613,49.148,24.949,26.992,65.403,103.897,24.779,194.237,36.166,12.849,105.288,157.696,162.438,42.227,121.255,13.018,16.629,73.964,116.629,136.675,23.245,124.219,69.388,13.752,27.221,62.499,45.514,80.951,142.358,90.762,20.595,2.511,65.057,26.306,10.369,106.189,58.082,117.231,8.253,63.538,155.86,12.981,13.855,34.274,10.649,69.696,24.469,57.242,34.044,102.185,9.32,30.384,34.157,6.546,44.691,13.343,34.124,17.426,22.943,48.086,39.932,11.93,115.726,4.151,67.47,82.123,55.062,76.796,114.531,54.21,136.22,156.907,127.208,76.234,11.946,73.765,89.799,120.47,143.454,118.431,88.644,80.377,84.11,169.853,128.117,65.825,82.171,82.13,46.987,77.442,15.779,197.367,114.645,101.235,69.197,48.258,143.824,149.473,39.98,103.831,44.305,130.494,19.954,3.75,81.324,167.303,37.876,84.413,108.62,103.366,84.942,34.576,126.213,30.412,14.134,184.072,81.189,121.036,21.765,25.165,29.619,74.348,12.184,17.902,58.077,46.74,38.394,21.32,3.659,12.945,30.17,28.891,15.995,55.02,6.13,29.255,12.366,7.46,27.056,7.581,5.12,49.207,59.845,43.153,42.19,20.68,49.278,40.762,63.903,31.012,69.46,45.418,16.452,19.486,50.074,21.578,42.306,17.274,53.777,98.444,52.064,55.653,36.395,34.367,41.338,7.581,28.119,33.738,10.326,27.65,39.973,28.656,42.725,9.6,34.772,32.752,25.224,54.315,5.409,21.821,38.712,23.445,37.44
"K03206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03212",0,0,5.052,0.801,0.039,0.1,16.684,8.856,0.038,24.937,0.067,0,0.374,0.022,3.558,0.042,0.073,1.175,0,0.615,0.105,0.399,0.142,29.641,1.133,0.186,0.113,0,0.257,0,0.202,0,0,0.838,0,0,0.111,0.21,0,0.982,7.191,0.686,15.88,4.01,4.61,0.444,0.793,4.571,43.985,9.789,0.461,0,1.804,2.021,19.181,0,44.937,0.496,0.042,0.059,0,0.076,0.694,6.262,0.531,0.252,0,0,0,0.353,0.063,1.68,2.296,0.162,55.197,0,19.392,2.953,2.955,3.122,0.277,1.244,0.126,0.062,1.024,200.193,7.858,3.994,0.539,0.815,0,0,0,6.846,0,0,0.14,0.071,0.088,14.924,2.038,0,0.069,0.126,0,0.619,11.516,44.973,10.02,1.415,0.087,0,0.037,0.265,0,0,0.71,1.354,0.186,0.054,0.148,0,1.409,0,0,0.178,0.017,4.55,52.956,3.003,68.393,38.511,5.378,1.539,21.988,2.165,0.989,17.514,0,4.255,0.815,0.206,3.208,0.512,6.504,9.714,2.478,0,0.174,0,0,0.225,0,0.074,0.061,0,1.659,0.171,0.26,0.075,0.214,0,0.244,0.309,0,0,0,4.503,0,0,2.031,0,0.115,0.721,0,0.143,0,0,0,1.816,0.898,0,0,0,0,2.599,0.193,0,0,0,0.288,0,0,30.478,0.159,1.036,0,0,0,5.307,6.474,0,0,0,0,0,0,1.096,0,1.975,0,0.507,0,0.287,0.413,0,0,1.165,0,0.208
"K03215",0,1.982,3.738,2.863,0.293,0.142,7.156,5.429,0.163,24.489,6.843,0,0.363,5.863,3.546,0,0,1.441,1.713,0.577,0.149,8.773,0.777,29.902,1.628,0.496,0.172,0,2.029,0,0.086,0,1.367,1.572,1.246,0,0.507,0.889,0.216,0.542,6.202,1.466,13.84,2.405,6.268,0.761,0.352,2.781,36.056,10.006,6.021,1.812,1.536,2.326,10.899,1.213,27.264,0.879,0.984,2.154,0,0,2.381,2.502,3.186,0,0,0,0,1.321,0.962,1.444,9.143,1.549,23.633,0,12.122,1.052,1.328,1.629,1.123,0.785,0.548,0,0.78,204.023,5.138,4.941,0.269,1.223,0.119,0,0.541,5.719,0.035,0.221,0.532,0.654,0.05,9.082,1.499,0,0.059,0.138,0.711,1.809,20.719,42.207,16.687,10.198,2.989,0,0,3.57,2.822,4.245,0.968,0.875,3.136,3.539,1.465,1.359,3.628,2.822,4.011,0.231,0.038,2.679,25.997,3.503,16.06,10.234,6.29,6.574,24.049,1.653,1.959,8.902,3.88,3.824,0.446,0.06,6.206,2.715,4.895,6.215,10.786,2.287,0,5.294,0,4.459,0.031,2.564,0.648,0.453,0.584,0.425,1.001,0,0.08,0,0.358,0.657,0,0.027,0.073,3.194,0,0,0.835,0,0.268,0.551,0,0.052,0,0.035,0,1.01,0.512,0.385,0,0,0.408,2.756,0.378,1.511,1.012,0,0.05,0.632,0,44.849,0.181,0.327,2.758,0.537,0,3.135,3.038,0.281,0,0.844,0,0,0,0.814,0.366,1.191,0,0.355,0,0.035,2.673,0,0,3.656,0,1.268
"K03216",46.458,162.143,73.485,143.637,219.498,112.88,236.397,83.609,151.411,202.677,193.596,296.542,89.405,99.859,229.874,178.905,203.645,202.436,211.028,285.168,220.453,341.277,90.362,165.013,142.775,170.161,187.282,182.641,142.455,202.847,170.205,48.236,177.95,268.023,102.854,165.103,190.237,213.242,186.869,188.488,211.986,140.414,194.826,234.806,165.136,218.722,239.335,116.29,120.07,119.907,143.436,79.803,170.288,226.204,139.435,77.875,123.182,131.984,134.049,121.463,259.725,246.549,196.041,205.998,127.69,248.975,170.283,209.367,18.341,140.121,193.694,240.683,121.981,142.635,130.477,13.023,188.26,65.767,216.7,14.378,136.697,203.985,127.404,176.456,53.628,124.08,266.461,166.179,176.252,87.573,194.579,173.48,224.764,192.031,249.615,38.367,162.464,134.923,12.857,74.115,233.776,242.066,105.89,158.46,97.978,101.324,118.586,128.211,46.798,94.185,144.983,198.752,119.591,121.591,119.822,132.852,120.897,94.815,133.47,77.503,88.978,117,153.362,113.44,169.742,66.008,113.265,105.796,153.499,162.907,153.827,217.995,234.277,70.005,30.171,215.447,76.18,114.937,79.044,75.69,317.717,113.082,96.449,160.718,130.459,88.206,100.66,111.515,203.145,90.918,204.179,190.57,69.822,118.753,105.276,154.073,104.564,112.522,140.354,192.55,162.155,145.904,115.71,123.685,176.465,181.629,182.719,163.348,165.562,181.177,125.262,208.063,164.793,197.167,239.743,158.413,174.24,326.207,184.869,80.399,132.854,120.508,204.213,164.496,147.682,206.129,177.949,105.358,158.812,175.97,180.459,149.394,198.419,121.221,241.142,157.474,118.964,118.616,111.666,169.692,206.873,191.383,195.437,205.472,187.941,236.272,155.593,179.344,188.015,157.152,138.52,175.19,167.416,152.94,217.244,161.596,194.826,72.326,145.642,165.28
